NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN		198	-0.19782387	-0.7956833	0.6793587	0.94866854	1.0	10557	tags=35%, list=31%, signal=51%	
GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN		200	-0.20031102	-0.7955388	0.67843866	0.9487406	1.0	6886	tags=24%, list=20%, signal=29%	
WP_SLEEP_REGULATION	WP_SLEEP_REGULATION		38	-0.2182745	-0.7950607	0.78268874	0.9495027	1.0	1253	tags=11%, list=4%, signal=11%	
BIOCARTA_CHREBP_PATHWAY	BIOCARTA_CHREBP_PATHWAY		19	-0.24155109	-0.79500496	0.74414414	0.9493822	1.0	489	tags=11%, list=1%, signal=11%	
REACTOME_ZINC_TRANSPORTERS	REACTOME_ZINC_TRANSPORTERS		17	-0.2976137	-0.79491985	0.72962964	0.9493339	1.0	7371	tags=41%, list=21%, signal=52%	
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP	GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP		193	-0.17230545	-0.7947027	0.800363	0.94956005	1.0	7990	tags=27%, list=23%, signal=36%	
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_DN	GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_DN		200	-0.1686612	-0.7946946	0.7538168	0.94934464	1.0	8057	tags=23%, list=23%, signal=30%	
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE		67	-0.23177364	-0.7945854	0.6691042	0.94934297	1.0	8221	tags=30%, list=24%, signal=39%	
GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP	GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_UP		200	-0.18558249	-0.79432976	0.72447014	0.94963145	1.0	9291	tags=29%, list=27%, signal=40%	
GSE3982_DC_VS_NEUTROPHIL_UP	GSE3982_DC_VS_NEUTROPHIL_UP		200	-0.17421313	-0.7940264	0.7451362	0.9500246	1.0	7283	tags=23%, list=21%, signal=28%	
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP		198	-0.17388228	-0.7940251	0.7757009	0.94979537	1.0	8438	tags=26%, list=24%, signal=35%	
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION		37	-0.22070408	-0.79384637	0.73767257	0.94995093	1.0	10513	tags=32%, list=30%, signal=47%	
GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN	GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN		198	-0.19853653	-0.7937169	0.85528755	0.95000446	1.0	9605	tags=38%, list=28%, signal=53%	
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN	PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN		161	-0.179953	-0.79365766	0.7356747	0.9498933	1.0	6715	tags=19%, list=19%, signal=24%	
WP_MITOCHONDRIAL_CIII_ASSEMBLY	WP_MITOCHONDRIAL_CIII_ASSEMBLY		16	-0.34456486	-0.7934181	0.67959183	0.9501492	1.0	12008	tags=31%, list=35%, signal=48%	
GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN	GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN		200	-0.17821008	-0.7933556	0.80679786	0.9500487	1.0	7200	tags=26%, list=21%, signal=33%	
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		199	-0.1649812	-0.79327434	0.8384615	0.94999635	1.0	5209	tags=16%, list=15%, signal=19%	
GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP	GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP		199	-0.19028415	-0.7932105	0.68349516	0.94988996	1.0	7651	tags=21%, list=22%, signal=27%	
GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		169	-0.18092962	-0.7932034	0.7385496	0.9496775	1.0	9556	tags=30%, list=28%, signal=41%	
CHANGOLKAR_H2AFY_TARGETS_DN	CHANGOLKAR_H2AFY_TARGETS_DN		42	-0.22960511	-0.79310876	0.7356322	0.9496428	1.0	8636	tags=36%, list=25%, signal=48%	
KORKOLA_CORRELATED_WITH_POU5F1	KORKOLA_CORRELATED_WITH_POU5F1		31	-0.24018358	-0.7929085	0.74897957	0.949831	1.0	5198	tags=23%, list=15%, signal=27%	
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT		41	-0.26304913	-0.7929061	0.75641024	0.94960713	1.0	10129	tags=44%, list=29%, signal=62%	
WP_PYRIMIDINE_METABOLISM	WP_PYRIMIDINE_METABOLISM		84	-0.21067889	-0.7928129	0.6956522	0.9495633	1.0	10313	tags=31%, list=30%, signal=44%	
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN	GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN		199	-0.1765183	-0.7927755	0.7246654	0.9494109	1.0	7954	tags=27%, list=23%, signal=34%	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD	KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD		29	-0.22236323	-0.79256326	0.7753479	0.9496071	1.0	6129	tags=24%, list=18%, signal=29%	
ROSS_AML_WITH_AML1_ETO_FUSION	ROSS_AML_WITH_AML1_ETO_FUSION		78	-0.18886885	-0.7924053	0.7887067	0.9497136	1.0	7014	tags=24%, list=20%, signal=30%	
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP	GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP		186	-0.16410981	-0.7923769	0.8150289	0.94954884	1.0	9587	tags=28%, list=28%, signal=38%	
MULLIGHAN_MLL_SIGNATURE_1_UP	MULLIGHAN_MLL_SIGNATURE_1_UP		382	-0.18546279	-0.7922771	0.71899223	0.9495297	1.0	9631	tags=29%, list=28%, signal=40%	
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN	GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN		197	-0.18426967	-0.7922749	0.7756654	0.9493047	1.0	7491	tags=24%, list=22%, signal=30%	
WP_BLOOD_CLOTTING_CASCADE	WP_BLOOD_CLOTTING_CASCADE		23	-0.46017072	-0.79204476	0.8694097	0.9495481	1.0	6877	tags=57%, list=20%, signal=70%	
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN		200	-0.1678063	-0.79201573	0.8732143	0.9493804	1.0	6909	tags=25%, list=20%, signal=30%	
GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP	GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP		200	-0.22302759	-0.7920048	0.7226415	0.9491745	1.0	9097	tags=31%, list=26%, signal=41%	
SASSON_RESPONSE_TO_FORSKOLIN_DN	SASSON_RESPONSE_TO_FORSKOLIN_DN		85	-0.1950881	-0.79184055	0.74334604	0.9492835	1.0	4021	tags=15%, list=12%, signal=17%	
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP	GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP		197	-0.18131544	-0.7914378	0.860177	0.94988257	1.0	7505	tags=26%, list=22%, signal=34%	
GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP		199	-0.19198066	-0.79141897	0.8637993	0.9496926	1.0	7601	tags=28%, list=22%, signal=36%	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP	GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP		196	-0.1735591	-0.791341	0.80639434	0.94961566	1.0	7420	tags=23%, list=21%, signal=29%	
ABBUD_LIF_SIGNALING_1_UP	ABBUD_LIF_SIGNALING_1_UP		43	-0.27800158	-0.7911449	0.71005917	0.9497955	1.0	8434	tags=33%, list=24%, signal=43%	
WONG_ENDMETRIUM_CANCER_UP	WONG_ENDMETRIUM_CANCER_UP		25	-0.31048614	-0.79111725	0.7538168	0.9496231	1.0	7110	tags=44%, list=21%, signal=55%	
KANG_FLUOROURACIL_RESISTANCE_UP	KANG_FLUOROURACIL_RESISTANCE_UP		22	-0.23159674	-0.7910735	0.775	0.9494791	1.0	7271	tags=27%, list=21%, signal=35%	
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN		199	-0.17194071	-0.7908287	0.7278106	0.94973266	1.0	4533	tags=15%, list=13%, signal=17%	
GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_UP	GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_UP		175	-0.17805463	-0.7907394	0.7128713	0.94967127	1.0	10907	tags=34%, list=32%, signal=50%	
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN	GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN		198	-0.16374609	-0.7906156	0.9038113	0.9497054	1.0	4811	tags=17%, list=14%, signal=19%	
GSE17721_CTRL_VS_POLYIC_6H_BMDC_DN	GSE17721_CTRL_VS_POLYIC_6H_BMDC_DN		199	-0.17164937	-0.79049397	0.81609195	0.949726	1.0	9175	tags=28%, list=27%, signal=38%	
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN		78	-0.2089345	-0.79048175	0.7253788	0.9495227	1.0	9375	tags=32%, list=27%, signal=44%	
GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN	GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN		199	-0.16699775	-0.7904226	0.7811321	0.949414	1.0	2467	tags=10%, list=7%, signal=11%	
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP		82	-0.25168905	-0.79036164	0.65697676	0.9493148	1.0	10446	tags=35%, list=30%, signal=51%	
GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_DN	GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_DN		135	-0.18839099	-0.79019475	0.87747747	0.94942784	1.0	7745	tags=26%, list=22%, signal=33%	
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_DN	GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_DN		189	-0.19574301	-0.7901557	0.81578946	0.9492766	1.0	7457	tags=27%, list=22%, signal=34%	
WANG_HCP_PROSTATE_CANCER	WANG_HCP_PROSTATE_CANCER		106	-0.1858583	-0.7896054	0.8185118	0.95014024	1.0	9631	tags=33%, list=28%, signal=46%	
GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP		161	-0.1966595	-0.78956723	0.7106796	0.94998914	1.0	7592	tags=24%, list=22%, signal=31%	
GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_DN	GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_DN		200	-0.17555496	-0.78940624	0.733871	0.95008373	1.0	6016	tags=19%, list=17%, signal=22%	
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN		198	-0.1858802	-0.788781	0.6780303	0.95110506	1.0	7454	tags=22%, list=22%, signal=28%	
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP	GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP		198	-0.17859119	-0.7887413	0.73745173	0.9509523	1.0	6862	tags=22%, list=20%, signal=28%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP		189	-0.165972	-0.78863597	0.7955801	0.95094085	1.0	7532	tags=23%, list=22%, signal=29%	
GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP	GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP		162	-0.18826887	-0.7879821	0.75	0.95202047	1.0	9014	tags=30%, list=26%, signal=41%	
WANG_NFKB_TARGETS	WANG_NFKB_TARGETS		24	-0.38680407	-0.7878957	0.8490231	0.95196617	1.0	5513	tags=38%, list=16%, signal=45%	
GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN	GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN		199	-0.20069431	-0.78775656	0.65217394	0.95200676	1.0	5699	tags=18%, list=16%, signal=21%	
GSE17721_POLYIC_VS_CPG_24H_BMDC_DN	GSE17721_POLYIC_VS_CPG_24H_BMDC_DN		200	-0.17637348	-0.7874122	0.7777778	0.9524951	1.0	5946	tags=20%, list=17%, signal=24%	
GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN	GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN		199	-0.18338257	-0.7874055	0.692	0.9522818	1.0	2752	tags=11%, list=8%, signal=12%	
RICKMAN_METASTASIS_UP	RICKMAN_METASTASIS_UP		349	-0.18264343	-0.7872727	0.6875	0.95232254	1.0	4410	tags=15%, list=13%, signal=17%	
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP	GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP		195	-0.16213144	-0.787255	0.7859849	0.95213115	1.0	9619	tags=28%, list=28%, signal=38%	
GSE17721_CTRL_VS_CPG_6H_BMDC_DN	GSE17721_CTRL_VS_CPG_6H_BMDC_DN		200	-0.16186655	-0.7871872	0.8183556	0.9520397	1.0	6817	tags=21%, list=20%, signal=25%	
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	MASSARWEH_TAMOXIFEN_RESISTANCE_DN		256	-0.16277753	-0.7871224	0.83963966	0.95194197	1.0	6938	tags=22%, list=20%, signal=27%	
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_UP	GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_UP		187	-0.17065142	-0.78657776	0.79371315	0.9527811	1.0	9591	tags=28%, list=28%, signal=38%	
MEISSNER_BRAIN_ICP_WITH_H3K4ME3	MEISSNER_BRAIN_ICP_WITH_H3K4ME3		30	-0.2410087	-0.7865663	0.7361377	0.9525743	1.0	1925	tags=17%, list=6%, signal=18%	
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP		198	-0.18295345	-0.7864237	0.72047246	0.95263964	1.0	7997	tags=25%, list=23%, signal=32%	
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_UP	GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_UP		200	-0.16947906	-0.7863208	0.77272725	0.9526148	1.0	6966	tags=20%, list=20%, signal=24%	
GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP	GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP		200	-0.19065218	-0.7862572	0.6733467	0.9525164	1.0	10026	tags=32%, list=29%, signal=44%	
GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP		197	-0.1640177	-0.7861818	0.8768382	0.95244414	1.0	7384	tags=21%, list=21%, signal=27%	
GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_DN	GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_DN		199	-0.15989845	-0.7861143	0.86764705	0.952351	1.0	5882	tags=18%, list=17%, signal=22%	
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_DN	GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_DN		200	-0.15957525	-0.78605396	0.8348968	0.95224845	1.0	7145	tags=22%, list=21%, signal=27%	
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN		197	-0.16925378	-0.78604126	0.88440365	0.952047	1.0	6145	tags=20%, list=18%, signal=25%	
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN	GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN		116	-0.17792267	-0.7859245	0.88481677	0.9520615	1.0	6665	tags=22%, list=19%, signal=27%	
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING		27	-0.27801764	-0.78532606	0.67906064	0.9530435	1.0	9131	tags=26%, list=26%, signal=35%	
GSE3982_EOSINOPHIL_VS_MAST_CELL_UP	GSE3982_EOSINOPHIL_VS_MAST_CELL_UP		198	-0.17285143	-0.7852653	0.75830257	0.952935	1.0	6974	tags=21%, list=20%, signal=26%	
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_DN	GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_DN		200	-0.16274989	-0.78521156	0.8674033	0.9528108	1.0	10305	tags=35%, list=30%, signal=49%	
WP_PREIMPLANTATION_EMBRYO	WP_PREIMPLANTATION_EMBRYO		58	-0.21716172	-0.784551	0.7883895	0.9539205	1.0	7330	tags=28%, list=21%, signal=35%	
GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_UP	GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_UP		200	-0.17727803	-0.7845004	0.72047246	0.9538005	1.0	7320	tags=23%, list=21%, signal=28%	
GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN	GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN		197	-0.17447518	-0.7844889	0.7890625	0.9535904	1.0	9062	tags=27%, list=26%, signal=37%	
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX		91	-0.21921305	-0.78422636	0.6716981	0.9538638	1.0	6494	tags=23%, list=19%, signal=28%	
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_UP	GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_UP		199	-0.17515698	-0.78414327	0.90363634	0.95380485	1.0	5617	tags=20%, list=16%, signal=23%	
GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN	GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN		200	-0.17758462	-0.7841377	0.7519531	0.95359105	1.0	3871	tags=14%, list=11%, signal=16%	
RICKMAN_METASTASIS_DN	RICKMAN_METASTASIS_DN		262	-0.26375183	-0.78409344	0.6833977	0.9534484	1.0	8301	tags=31%, list=24%, signal=41%	
GSE23695_CD57_POS_VS_NEG_NK_CELL_UP	GSE23695_CD57_POS_VS_NEG_NK_CELL_UP		199	-0.16533697	-0.78388786	0.74810606	0.9536191	1.0	11909	tags=35%, list=34%, signal=53%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS		181	-0.17982143	-0.78381866	0.7495327	0.9535177	1.0	7854	tags=23%, list=23%, signal=29%	
GENTILE_UV_RESPONSE_CLUSTER_D7	GENTILE_UV_RESPONSE_CLUSTER_D7		37	-0.20515862	-0.7837385	0.7490119	0.9534534	1.0	4744	tags=19%, list=14%, signal=22%	
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS		176	-0.1988591	-0.7836965	0.74712646	0.9533099	1.0	8047	tags=28%, list=23%, signal=36%	
GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP	GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP		174	-0.16366833	-0.7831801	0.83431953	0.95409805	1.0	3644	tags=13%, list=11%, signal=14%	
GSE43863_LY6C_INT_CXCR5POS_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_DN	GSE43863_LY6C_INT_CXCR5POS_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_DN		200	-0.17591333	-0.78314096	0.79395086	0.9539421	1.0	9605	tags=31%, list=28%, signal=42%	
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	CHUANG_OXIDATIVE_STRESS_RESPONSE_UP		28	-0.24603301	-0.7831072	0.75364965	0.9537763	1.0	10160	tags=46%, list=29%, signal=66%	
GSE7548_NAIVE_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_DN	GSE7548_NAIVE_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_DN		196	-0.18248162	-0.78249645	0.85553473	0.9547729	1.0	6373	tags=21%, list=18%, signal=26%	
RICKMAN_HEAD_AND_NECK_CANCER_F	RICKMAN_HEAD_AND_NECK_CANCER_F		55	-0.36057475	-0.7823253	0.75488454	0.954881	1.0	7809	tags=47%, list=23%, signal=61%	
ELVIDGE_HYPOXIA_BY_DMOG_DN	ELVIDGE_HYPOXIA_BY_DMOG_DN		59	-0.22194068	-0.7819742	0.7104247	0.95535344	1.0	6384	tags=20%, list=18%, signal=25%	
GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_UP	GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_UP		199	-0.17344815	-0.78182054	0.82591873	0.95542747	1.0	7423	tags=26%, list=21%, signal=33%	
GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN	GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN		199	-0.1700351	-0.7816047	0.8161351	0.95563155	1.0	7361	tags=23%, list=21%, signal=29%	
WP_GPR40_PATHWAY	WP_GPR40_PATHWAY		15	-0.2879003	-0.78159946	0.7209302	0.9554133	1.0	11844	tags=47%, list=34%, signal=71%	
BIOCARTA_GCR_PATHWAY	BIOCARTA_GCR_PATHWAY		17	-0.24020648	-0.7815966	0.7598499	0.95519495	1.0	6886	tags=24%, list=20%, signal=29%	
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN		199	-0.1478874	-0.78146017	0.8745318	0.9552346	1.0	8341	tags=22%, list=24%, signal=29%	
JI_RESPONSE_TO_FSH_UP	JI_RESPONSE_TO_FSH_UP		68	-0.19603945	-0.78126407	0.7571702	0.9554057	1.0	6594	tags=24%, list=19%, signal=29%	
REACTOME_ABC_TRANSPORTER_DISORDERS	REACTOME_ABC_TRANSPORTER_DISORDERS		77	-0.2220084	-0.7811479	0.6828794	0.9554042	1.0	9177	tags=30%, list=27%, signal=41%	
ENK_UV_RESPONSE_KERATINOCYTE_DN	ENK_UV_RESPONSE_KERATINOCYTE_DN		481	-0.1751153	-0.7811239	0.70155036	0.95522213	1.0	9803	tags=29%, list=28%, signal=40%	
GSE3982_MAST_CELL_VS_TH1_UP	GSE3982_MAST_CELL_VS_TH1_UP		197	-0.16688068	-0.7810957	0.8420039	0.9550506	1.0	6186	tags=20%, list=18%, signal=25%	
GSE17721_POLYIC_VS_CPG_12H_BMDC_DN	GSE17721_POLYIC_VS_CPG_12H_BMDC_DN		199	-0.16702765	-0.78073096	0.7387033	0.95551866	1.0	4612	tags=14%, list=13%, signal=16%	
WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX	WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX		22	-0.26560152	-0.7805833	0.6725838	0.95559186	1.0	8708	tags=32%, list=25%, signal=42%	
GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_UP	GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_UP		200	-0.18241006	-0.78052115	0.734375	0.95548236	1.0	3360	tags=13%, list=10%, signal=14%	
GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP	GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP		198	-0.18880399	-0.7804082	0.6871287	0.95548344	1.0	7491	tags=23%, list=22%, signal=29%	
RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP	RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP		148	-0.26245844	-0.7802896	0.76163876	0.95548725	1.0	10426	tags=39%, list=30%, signal=55%	
GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN		200	-0.19296797	-0.78023875	0.686747	0.9553693	1.0	7980	tags=24%, list=23%, signal=31%	
