NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CTSC	1	ENSG00000109861	
COL9A3	1	ENSG00000092758	
APLP1	1	ENSG00000105290	
LINC02748	1	ENSG00000255187	
SIRPB1	1	ENSG00000101307	
CBLN2	1	ENSG00000141668	
AL139398.1	1	ENSG00000284391	
AL136981.3	1	ENSG00000288062	
CCDC74B	1	ENSG00000152076	
C1QL3	1	ENSG00000165985	
GNB3	1	ENSG00000111664	
CDKN2D	1	ENSG00000129355	
MAST4	1	ENSG00000069020	
COL24A1	1	ENSG00000171502	
APOC2	1	ENSG00000234906	
P3H1	1	ENSG00000117385	
MMP23B	1	ENSG00000189409	
SNORD3B-1	1	ENSG00000265185	
FAM225A	1	ENSG00000231528	
AL139393.3	1	ENSG00000272841	
ANLN	1	ENSG00000011426	
CLEC14A	1	ENSG00000176435	
LINC02457	1	ENSG00000258018	
VSTM4	1	ENSG00000165633	
EDIL3	1	ENSG00000164176	
ARL4AP2	1	ENSG00000248780	
GPC2	1	ENSG00000213420	
GSG1L	1	ENSG00000169181	
CDH24	1	ENSG00000139880	
BRICD5	1	ENSG00000182685	
CCDC77	1	ENSG00000120647	
LOXL2	1	ENSG00000134013	
MYL9	1	ENSG00000101335	
KLHL17	1	ENSG00000187961	
C1orf100	1	ENSG00000173728	
STMN1	1	ENSG00000117632	
LINC01800	1	ENSG00000234572	
JAKMIP2-AS1	1	ENSG00000280780	
ARSA	1	ENSG00000100299	
SCAT2	1	ENSG00000257596	
MPZL2	1	ENSG00000149573	
DAND5	1	ENSG00000179284	
SYCP2L	1	ENSG00000153157	
OR2S1P	1	ENSG00000228307	
FZD4	1	ENSG00000174804	
PGAM1P7	1	ENSG00000213997	
IGFBP3	1	ENSG00000146674	
ARMH4	1	ENSG00000139971	
KCTD6	1	ENSG00000168301	
HS3ST3A1	1	ENSG00000153976	
APELA	1	ENSG00000248329	
COL11A1	1	ENSG00000060718	
NFATC4	1	ENSG00000100968	
DPP4	1	ENSG00000197635	
SLC26A10	1	ENSG00000135502	
CABYR	1	ENSG00000154040	
LINC01151	1	ENSG00000253819	
SSPN	1	ENSG00000123096	
CRELD2	1	ENSG00000184164	
ANK1	1	ENSG00000029534	
CYTL1	1	ENSG00000170891	
LIMS1	1	ENSG00000169756	
AC093326.1	1	ENSG00000233633	
A4GALT	1	ENSG00000128274	
LINC01122	1	ENSG00000233723	
LRRC71	1	ENSG00000160838	
PDZRN4	1	ENSG00000165966	
LINC02201	1	ENSG00000251538	
SERPINE1	1	ENSG00000106366	
LINC02408	1	ENSG00000203585	
ARTN	1	ENSG00000117407	
MSX1	1	ENSG00000163132	
ZNF300P1	1	ENSG00000197083	
C8orf34	1	ENSG00000165084	
ADGRB1	1	ENSG00000181790	
PDZD2	1	ENSG00000133401	
S1PR3	1	ENSG00000213694	
LINC01788	1	ENSG00000229051	
TMEM191C	1	ENSG00000206140	
IGLC3	1	ENSG00000211679	
TRIP13	1	ENSG00000071539	
NEFH	1	ENSG00000100285	
LINC02139	1	ENSG00000278214	
CD52	1	ENSG00000169442	
STK32B	1	ENSG00000152953	
C4orf51	1	ENSG00000237136	
EFNB2	1	ENSG00000125266	
SLC1A5	1	ENSG00000105281	
GPR156	1	ENSG00000175697	
NHSL2	1	ENSG00000204131	
ZEB1	1	ENSG00000148516	
LRRN2	1	ENSG00000170382	
HACD4	1	ENSG00000188921	
TLL1	1	ENSG00000038295	
CDH23	1	ENSG00000107736	
SMIM24	1	ENSG00000095932	
LINC00887	1	ENSG00000214145	
LINC01500	1	ENSG00000258583	
FGF18	1	ENSG00000156427	
TENT5A	1	ENSG00000112773	
SLC39A8	1	ENSG00000138821	
EXOSC10-AS1	1	ENSG00000230337	
WNT5B	1	ENSG00000111186	
PPARG	1	ENSG00000132170	
AZU1	1	ENSG00000172232	
PAMR1	1	ENSG00000149090	
IQGAP3	1	ENSG00000183856	
AC079313.2	1	ENSG00000258137	
DLX5	1	ENSG00000105880	
SMOC2	1	ENSG00000112562	
GPC6	1	ENSG00000183098	
LINGO1	1	ENSG00000169783	
LPO	1	ENSG00000167419	
RAB9B	1	ENSG00000123570	
LRTM2	1	ENSG00000166159	
CASS4	1	ENSG00000087589	
RIPPLY2	1	ENSG00000203877	
CLDN18	1	ENSG00000066405	
HAUS8	1	ENSG00000131351	
NPDC1	1	ENSG00000107281	
SDK2	1	ENSG00000069188	
NTRK2	1	ENSG00000148053	
PLAC9	1	ENSG00000189129	
SETBP1-DT	1	ENSG00000267414	
RANBP3L	1	ENSG00000164188	
COL6A6	1	ENSG00000206384	
AVPR1A	1	ENSG00000166148	
CAVIN2	1	ENSG00000168497	
TMEFF2	1	ENSG00000144339	
SNORA11	1	ENSG00000221716	
CCM2L	1	ENSG00000101331	
ITPRIPL1	1	ENSG00000198885	
NRP1	1	ENSG00000099250	
BEST4	1	ENSG00000142959	
PAM	1	ENSG00000145730	
TPSG1	1	ENSG00000116176	
PDLIM7	1	ENSG00000196923	
INAVA	1	ENSG00000163362	
AMER2	1	ENSG00000165566	
TOMM40P4	1	ENSG00000213222	
RPS4XP1	1	ENSG00000214203	
FAM155A	1	ENSG00000204442	
KERA	1	ENSG00000139330	
CAMK1G	1	ENSG00000008118	
CACNA1H	1	ENSG00000196557	
INA	1	ENSG00000148798	
TAGLN	1	ENSG00000149591	
PRDM6	1	ENSG00000061455	
ACVRL1	1	ENSG00000139567	
LINC02126	1	ENSG00000259847	
ZIC4	1	ENSG00000174963	
SLC17A9	1	ENSG00000101194	
RTL3	1	ENSG00000179300	
AC002480.1	1	ENSG00000232759	
HSPA12B	1	ENSG00000132622	
KCNQ1-AS1	1	ENSG00000229414	
ATP2B3	1	ENSG00000067842	
RGCC	1	ENSG00000102760	
AC005081.1	1	ENSG00000287815	
PCSK6	1	ENSG00000140479	
MEX3D	1	ENSG00000181588	
GATA5	1	ENSG00000130700	
SHISAL2B	1	ENSG00000145642	
COL21A1	1	ENSG00000124749	
PPP2R2C	1	ENSG00000074211	
SLC66A3	1	ENSG00000162976	
CDR2L	1	ENSG00000109089	
RBMS1	1	ENSG00000153250	
KIAA2012-AS1	1	ENSG00000222035	
MGLL	1	ENSG00000074416	
IGLV3-25	1	ENSG00000211659	
CRISPLD2	1	ENSG00000103196	
FAM227A	1	ENSG00000184949	
AC005622.1	1	ENSG00000283525	
KRT4	1	ENSG00000170477	
TMIGD3	1	ENSG00000121933	
RASGRP3	1	ENSG00000152689	
GABBR2	1	ENSG00000136928	
GCSIR	1	ENSG00000232520	
ADAMTS9	1	ENSG00000163638	
ELAVL3	1	ENSG00000196361	
BCAS3	1	ENSG00000141376	
LINC01605	1	ENSG00000253161	
MYH4	1	ENSG00000264424	
RNA5SP18	1	ENSG00000212237	
SAMD11	1	ENSG00000187634	
FABP5P7	1	ENSG00000234964	
PRAC1	1	ENSG00000159182	
PA2G4P2	1	ENSG00000235698	
ANKRD36BP2	1	ENSG00000230006	
LINC02669	1	ENSG00000233321	
LOXL1	1	ENSG00000129038	
CTHRC1	1	ENSG00000164932	
RORB-AS1	1	ENSG00000224825	
IL11	1	ENSG00000095752	
HAUS6P3	1	ENSG00000235454	
ECRG4	1	ENSG00000119147	
AC019171.1	1	ENSG00000269210	
FEZ2	1	ENSG00000171055	
TINAGL1	1	ENSG00000142910	
CDH6	1	ENSG00000113361	
FZD1	1	ENSG00000157240	
SNED1	1	ENSG00000162804	
PENK	1	ENSG00000181195	
CCR1	1	ENSG00000163823	
CHSY3	1	ENSG00000198108	
LTBP2	1	ENSG00000119681	
MYDGF	1	ENSG00000074842	
TSPAN2	1	ENSG00000134198	
LINC02474	1	ENSG00000228437	
KIAA1841	1	ENSG00000162929	
SEMA6B	1	ENSG00000167680	
TLX3	1	ENSG00000164438	
ARSJ	1	ENSG00000180801	
SPATA20P1	1	ENSG00000231123	
LINC01006	1	ENSG00000182648	
LINC02802	1	ENSG00000232527	
NTRK3	1	ENSG00000140538	
NCR3LG1	1	ENSG00000188211	
NTM	1	ENSG00000182667	
MYL10	1	ENSG00000106436	
KIF17	1	ENSG00000117245	
COL6A1	1	ENSG00000142156	
C19orf38	1	ENSG00000214212	
PSD3	1	ENSG00000156011	
SLC20A1	1	ENSG00000144136	
FBLL1	1	ENSG00000188573	
GDF6	1	ENSG00000156466	
FHL1	1	ENSG00000022267	
ISG15	1	ENSG00000187608	
TRPM8	1	ENSG00000144481	
DDX43	1	ENSG00000080007	
LINC01119	1	ENSG00000239332	
COL27A1	1	ENSG00000196739	
TBX5-AS1	1	ENSG00000255399	
PARP15	1	ENSG00000173200	
GPR142	1	ENSG00000257008	
TPM2	1	ENSG00000198467	
DLGAP1-AS5	1	ENSG00000261520	
SYNPR	1	ENSG00000163630	
TMEM233	1	ENSG00000224982	
PABPC4L	1	ENSG00000254535	
COL6A2	1	ENSG00000142173	
CARD8	1	ENSG00000105483	
LNCOG	1	ENSG00000257219	
P2RY1	1	ENSG00000169860	
NEU4	1	ENSG00000204099	
TNFRSF4	1	ENSG00000186827	
DBN1	1	ENSG00000113758	
EGFLAM	1	ENSG00000164318	
PI4KAP1	1	ENSG00000274602	
RRAS	1	ENSG00000126458	
MAFA	1	ENSG00000182759	
GPR137C	1	ENSG00000180998	
INSIG2	1	ENSG00000125629	
IL13RA2	1	ENSG00000123496	
GDPD3	1	ENSG00000102886	
RBPJ	1	ENSG00000168214	
MIR4786	1	ENSG00000264279	
XPOT	1	ENSG00000184575	
MIRLET7I	1	ENSG00000199179	
C6orf132	1	ENSG00000188112	
KRT3	1	ENSG00000186442	
GGN	1	ENSG00000179168	
SCML1	1	ENSG00000047634	
GOLIM4	1	ENSG00000173905	
C12orf75	1	ENSG00000235162	
AP000866.2	1	ENSG00000250073	
EMX2OS	1	ENSG00000229847	
HSPA8P11	1	ENSG00000248159	
OPRK1	1	ENSG00000082556	
EMCN	1	ENSG00000164035	
LDLR	1	ENSG00000130164	
C5orf34	1	ENSG00000172244	
TRIM7	1	ENSG00000146054	
FNDC1-IT1	1	ENSG00000235086	
PDGFRA	1	ENSG00000134853	
GAPDHP66	1	ENSG00000250933	
KIF15	1	ENSG00000163808	
TMSB15B	2	ENSG00000158427:ENSG00000269226	
IGKV2-28	1	ENSG00000244116	
KLHL6	1	ENSG00000172578	
PHYHIPL	1	ENSG00000165443	
FAM72D	1	ENSG00000215784	
TWSG1	1	ENSG00000128791	
MMRN2	1	ENSG00000173269	
MLKL	1	ENSG00000168404	
FLNC	1	ENSG00000128591	
AL133482.1	1	ENSG00000286289	
ZFR2	1	ENSG00000105278	
ARHGEF15	1	ENSG00000198844	
TONSL-AS1	1	ENSG00000232600	
FILIP1L	1	ENSG00000168386	
LINC01940	1	ENSG00000227744	
SNCAIP	1	ENSG00000064692	
MIR145	1	ENSG00000276365	
P4HA2	1	ENSG00000072682	
NEGR1	1	ENSG00000172260	
H2BC14	1	ENSG00000273703	
PRICKLE2-DT	1	ENSG00000244564	
PLAC9P1	1	ENSG00000214100	
LINC02801	1	ENSG00000284240	
IGDCC3	1	ENSG00000174498	
GTSCR1	1	ENSG00000263417	
MT-TD	1	ENSG00000210154	
IGHV5-51	1	ENSG00000211966	
ELN-AS1	1	ENSG00000232415	
CCDC68	1	ENSG00000166510	
IKBIP	1	ENSG00000166130	
MIR6819	1	ENSG00000278420	
MIR6895	1	ENSG00000276575	
MOBP	1	ENSG00000168314	
KCNMA1-AS1	1	ENSG00000236467	
LRRC77P	1	ENSG00000244227	
SP9	1	ENSG00000217236	
CEP72	1	ENSG00000112877	
SH2B3	1	ENSG00000111252	
SPIN2A	1	ENSG00000147059	
RAB40AL	1	ENSG00000102128	
LINC00535	1	ENSG00000246662	
SLC28A2	1	ENSG00000137860	
GPAA1P2	1	ENSG00000230596	
CLEC2L	1	ENSG00000236279	
LRRTM2	1	ENSG00000146006	
FBXL21P	1	ENSG00000164616	
LINC02521	1	ENSG00000228718	
MIR616	1	ENSG00000208028	
CEACAM22P	1	ENSG00000230666	
RUSC1-AS1	1	ENSG00000225855	
GDF10	1	ENSG00000266524	
HOXA13	1	ENSG00000106031	
CDH5	1	ENSG00000179776	
UBE2T	1	ENSG00000077152	
HRAT17	1	ENSG00000234520	
INSYN2A	1	ENSG00000188916	
MALRD1	1	ENSG00000204740	
TCEAL7	1	ENSG00000182916	
LHX6	1	ENSG00000106852	
SKA1	1	ENSG00000154839	
MAGOH3P	1	ENSG00000270975	
FNDC3B	1	ENSG00000075420	
AC025171.1	1	ENSG00000177738	
IGHG3	1	ENSG00000211897	
SLC16A7	1	ENSG00000118596	
FAM225B	1	ENSG00000225684	
STARD13-AS	1	ENSG00000236581	
TMEM156	1	ENSG00000121895	
AGTR2	1	ENSG00000180772	
LHFPL6	1	ENSG00000183722	
MANCR	1	ENSG00000231298	
KATNAL2	1	ENSG00000167216	
LINC00677	1	ENSG00000259717	
UHRF1	1	ENSG00000276043	
ENPEP	1	ENSG00000138792	
SMTNL2	1	ENSG00000188176	
CCL3	1	ENSG00000277632	
IGHM	1	ENSG00000211899	
RASGEF1C	1	ENSG00000146090	
KCND2	1	ENSG00000184408	
LINC01879	1	ENSG00000276397	
LHX9	1	ENSG00000143355	
NUCB2	1	ENSG00000070081	
CD79B	1	ENSG00000007312	
EBF2	1	ENSG00000221818	
SCEL	1	ENSG00000136155	
COL3A1	1	ENSG00000168542	
MT-TS1	1	ENSG00000210151	
WNT5A	1	ENSG00000114251	
ADCYAP1	1	ENSG00000141433	
WDR34	1	ENSG00000119333	
FAM110B	1	ENSG00000169122	
SEMA3A	1	ENSG00000075213	
TSPAN15	1	ENSG00000099282	
FGF1	1	ENSG00000113578	
AC110741.1	1	ENSG00000253593	
NUF2	1	ENSG00000143228	
GSTA3	1	ENSG00000174156	
H2BP9	1	ENSG00000231787	
APLN	1	ENSG00000171388	
PCDHGA11	1	ENSG00000253873	
TNFRSF10D	1	ENSG00000173530	
TDRG1	1	ENSG00000204091	
GABRR2	1	ENSG00000111886	
IGHG2	1	ENSG00000211893	
TPSAB1	1	ENSG00000172236	
KCNE4	1	ENSG00000152049	
PTX4	1	ENSG00000251692	
STK39	1	ENSG00000198648	
RASD1	1	ENSG00000108551	
CLRN3	1	ENSG00000180745	
ZNF670-ZNF695	1	ENSG00000135747	
MEI1	1	ENSG00000167077	
UNC5C	1	ENSG00000182168	
HEY1	1	ENSG00000164683	
OR1R1P	1	ENSG00000180042	
RN7SL825P	1	ENSG00000239731	
GEM	1	ENSG00000164949	
PAX6	1	ENSG00000007372	
DCBLD2	1	ENSG00000057019	
NPIPA1	1	ENSG00000183426	
METTL4	1	ENSG00000101574	
SNORA23	1	ENSG00000201998	
RNU1-27P	1	ENSG00000206596	
STAG3	1	ENSG00000066923	
IGLV2-23	1	ENSG00000211660	
RCOR2	1	ENSG00000167771	
KIF2C	1	ENSG00000142945	
DKKL1	1	ENSG00000104901	
LOXHD1	1	ENSG00000167210	
NRIP3	1	ENSG00000175352	
SP140	1	ENSG00000079263	
ERCC6L	1	ENSG00000186871	
AC010931.1	1	ENSG00000248540	
HTRA4	1	ENSG00000169495	
ZFP57	1	ENSG00000204644	
PLPPR3	1	ENSG00000129951	
SLC35E4	1	ENSG00000100036	
USP13	1	ENSG00000058056	
OR10Z1	1	ENSG00000198967	
C1orf61	1	ENSG00000125462	
NID2	1	ENSG00000087303	
PCDHGB6	1	ENSG00000253305	
RSAD2	1	ENSG00000134321	
GTSF1	1	ENSG00000170627	
FKBP9P1	1	ENSG00000176826	
RPL7AP26	1	ENSG00000214988	
LINC01775	1	ENSG00000267201	
RORC	1	ENSG00000143365	
IGKV2D-30	1	ENSG00000239571	
ISCA2P1	1	ENSG00000226912	
C5orf49	1	ENSG00000215217	
PROSER2	1	ENSG00000148426	
NTN1	1	ENSG00000065320	
RBMX2P5	1	ENSG00000227087	
PDGFC	1	ENSG00000145431	
BAG2	1	ENSG00000112208	
SENCR	1	ENSG00000254703	
STAP1	1	ENSG00000035720	
GAS6	1	ENSG00000183087	
TBC1D31	1	ENSG00000156787	
LINC01936	1	ENSG00000235997	
P2RX5	1	ENSG00000083454	
ADAMTS19-AS1	1	ENSG00000249421	
NT5DC4	1	ENSG00000144130	
DIPK2B	1	ENSG00000147113	
PPP4R1L	1	ENSG00000124224	
MN1	1	ENSG00000169184	
NOG	1	ENSG00000183691	
SLC35G2	1	ENSG00000168917	
WTAPP1	1	ENSG00000255282	
CCDC81	1	ENSG00000149201	
GPRIN3	1	ENSG00000185477	
C18orf54	1	ENSG00000166845	
CHEK2	1	ENSG00000183765	
ANGPTL8	1	ENSG00000130173	
CTSG	1	ENSG00000100448	
RAB42	1	ENSG00000188060	
RPL7AP22	1	ENSG00000227331	
EXO1	1	ENSG00000174371	
TMPOP2	1	ENSG00000262904	
CBSL	1	ENSG00000274276	
LINC01954	1	ENSG00000271952	
PDCD6IPP1	1	ENSG00000275325	
NEURL1B	1	ENSG00000214357	
RNA5SP202	1	ENSG00000201185	
FGF10-AS1	1	ENSG00000248464	
PLAG1	1	ENSG00000181690	
PDK1	1	ENSG00000152256	
SP6	1	ENSG00000189120	
CLIC5	1	ENSG00000112782	
AC002524.1	1	ENSG00000233247	
RTL1	1	ENSG00000254656	
LINC00994	1	ENSG00000189196	
ADGRL2	1	ENSG00000117114	
RNF182	1	ENSG00000180537	
LSMEM2	1	ENSG00000179564	
LINC02182	1	ENSG00000260420	
NETO2	1	ENSG00000171208	
TSPY26P	1	ENSG00000235217	
DLX3	1	ENSG00000064195	
KCNG1	1	ENSG00000026559	
CXCL8	1	ENSG00000169429	
STON2	1	ENSG00000140022	
ZNF662	1	ENSG00000182983	
MS4A15	1	ENSG00000166961	
SEC13	1	ENSG00000157020	
LINC01910	1	ENSG00000266278	
TMEM47	1	ENSG00000147027	
CEP55	1	ENSG00000138180	
MSANTD2	1	ENSG00000120458	
RGPD1	1	ENSG00000187627	
SOX17	1	ENSG00000164736	
CCL4L2	1	ENSG00000276070	
PRKAR1B-AS1	1	ENSG00000237181	
MFAP5	1	ENSG00000197614	
HCN4	1	ENSG00000138622	
SPON1	1	ENSG00000262655	
NCAM1	1	ENSG00000149294	
CEP112	1	ENSG00000154240	
TBC1D3D	1	ENSG00000274419	
ITGA11	1	ENSG00000137809	
DIRAS2	1	ENSG00000165023	
RN7SKP275	1	ENSG00000201496	
LRP1	1	ENSG00000123384	
FBXW4P1	1	ENSG00000230701	
KIF21B	1	ENSG00000116852	
ARHGAP39	1	ENSG00000147799	
RN7SL3	1	ENSG00000278771	
REEP2	1	ENSG00000132563	
USP53	1	ENSG00000145390	
GPC4	1	ENSG00000076716	
ITM2A	1	ENSG00000078596	
HSPD1P6	1	ENSG00000230067	
FOXC2-AS1	1	ENSG00000260944	
LOXL1-AS1	1	ENSG00000261801	
HSPA8P4	1	ENSG00000248610	
SHCBP1L	1	ENSG00000157060	
CU634019.1	1	ENSG00000277067	
IGHJ3P	1	ENSG00000237111	
CDCA3	1	ENSG00000111665	
LRRC10B	1	ENSG00000204950	
CAPN12	1	ENSG00000182472	
SYTL1	1	ENSG00000142765	
IL19	1	ENSG00000142224	
FOXP2	1	ENSG00000128573	
HAND1	1	ENSG00000113196	
TNFRSF8	1	ENSG00000120949	
GJA1	1	ENSG00000152661	
NSUN7	1	ENSG00000179299	
SNAI2	1	ENSG00000019549	
IGKV1D-33	1	ENSG00000239975	
BARX1	1	ENSG00000131668	
KDELR3	1	ENSG00000100196	
WWC3	1	ENSG00000047644	
NPAS4	1	ENSG00000174576	
ZNF454	1	ENSG00000178187	
SLC9A3R2	1	ENSG00000065054	
MRI1	1	ENSG00000037757	
IGHGP	1	ENSG00000253755	
LINC01638	1	ENSG00000233521	
RABAC1	1	ENSG00000105404	
TMEM81	1	ENSG00000174529	
SLAMF6	1	ENSG00000162739	
HOXB2	1	ENSG00000173917	
PHBP13	1	ENSG00000234835	
MTCL1	1	ENSG00000168502	
N4BP2	1	ENSG00000078177	
CFAP20DC	1	ENSG00000163689	
PARM1	1	ENSG00000169116	
PLAUR	1	ENSG00000011422	
ANAPC1P1	1	ENSG00000233673	
KCP	1	ENSG00000135253	
RIMBP3	1	ENSG00000275793	
ZGLP1	1	ENSG00000220201	
WNT5A-AS1	1	ENSG00000244586	
IGHV3-15	1	ENSG00000211943	
ARHGEF25	1	ENSG00000240771	
ARHGAP42	1	ENSG00000165895	
ARHGAP40	1	ENSG00000124143	
ZFP37	1	ENSG00000136866	
RASSF1	1	ENSG00000068028	
MIR3176	1	ENSG00000266235	
EIF1P6	1	ENSG00000267938	
PPM1F-AS1	1	ENSG00000224086	
HTR2C	1	ENSG00000147246	
MT-TK	1	ENSG00000210156	
RGL1	1	ENSG00000143344	
CCDC82	1	ENSG00000149231	
SH3RF3-AS1	1	ENSG00000259863	
DACT3	1	ENSG00000197380	
SNORD17	1	ENSG00000212232	
SATB2-AS1	1	ENSG00000225953	
SLX1A-SULT1A3	1	ENSG00000213599	
C1QL1	1	ENSG00000131094	
HPCAL1	1	ENSG00000115756	
G0S2	1	ENSG00000123689	
RYR1	1	ENSG00000196218	
NFIL3	1	ENSG00000165030	
SMILR	1	ENSG00000255364	
OCSTAMP	1	ENSG00000149635	
RNF166	1	ENSG00000158717	
CR1	1	ENSG00000203710	
LINC01796	1	ENSG00000277527	
RRN3P1	1	ENSG00000248124	
DMBT1	1	ENSG00000187908	
USP41	1	ENSG00000161133	
CENPBD1P1	1	ENSG00000213753	
FGF16	1	ENSG00000196468	
AC138969.2	1	ENSG00000227827	
CACNA1G	1	ENSG00000006283	
ZPLD2P	1	ENSG00000236155	
CDR2	1	ENSG00000140743	
SETBP1	1	ENSG00000152217	
RN7SL1	1	ENSG00000276168	
CENPF	1	ENSG00000117724	
EXOC3L2	1	ENSG00000283632	
LINC02458	1	ENSG00000246363	
CDC20	1	ENSG00000117399	
SMPD5	1	ENSG00000204791	
IRF2BP1	1	ENSG00000170604	
MCM6	1	ENSG00000076003	
GALNT17	1	ENSG00000185274	
SEMA5B	1	ENSG00000082684	
EDEM3	1	ENSG00000116406	
CDC42P2	1	ENSG00000234844	
COLCA1	1	ENSG00000196167	
BMP4	1	ENSG00000125378	
NCAM1-AS1	1	ENSG00000227487	
LINC02688	1	ENSG00000254872	
TMEM244	1	ENSG00000203756	
CHORDC1	1	ENSG00000110172	
PLGLB2	1	ENSG00000125551	
MRGBP	1	ENSG00000101189	
B4GALNT1	1	ENSG00000135454	
LINC02157	1	ENSG00000259763	
CSTF3-DT	1	ENSG00000247151	
LINC02813	1	ENSG00000225334	
RORA	1	ENSG00000069667	
RN7SKP269	1	ENSG00000202415	
ZSWIM3	1	ENSG00000132801	
GRK5-IT1	1	ENSG00000228485	
CDHR2	1	ENSG00000074276	
HYMAI	1	ENSG00000283122	
IGKV2D-28	1	ENSG00000242534	
MRC1	1	ENSG00000260314	
AC241584.1	1	ENSG00000230832	
LINC02300	1	ENSG00000258175	
IGLV4-69	1	ENSG00000211637	
CARD9	1	ENSG00000187796	
HOTAIRM1	1	ENSG00000233429	
PTPDC1	1	ENSG00000158079	
DDX39A	1	ENSG00000123136	
LINC00475	1	ENSG00000225511	
MED17	1	ENSG00000042429	
PDXP-DT	1	ENSG00000233360	
CLEC4E	1	ENSG00000166523	
CDKL4	1	ENSG00000205111	
PLIN2	1	ENSG00000147872	
TMEM91	1	ENSG00000142046	
NAGS	1	ENSG00000161653	
DLGAP1-AS4	1	ENSG00000263878	
ANXA6	1	ENSG00000197043	
CRTAM	1	ENSG00000109943	
ZNF146	1	ENSG00000167635	
HBM	1	ENSG00000206177	
PTPRD	1	ENSG00000153707	
SPARC	1	ENSG00000113140	
FER1L6	1	ENSG00000214814	
PRSS23	1	ENSG00000150687	
NPHS1	1	ENSG00000161270	
GRM8	1	ENSG00000179603	
FLRT2	1	ENSG00000185070	
CTXN1	1	ENSG00000178531	
INHBE	1	ENSG00000139269	
LINC01766	1	ENSG00000224910	
KIAA0040	1	ENSG00000235750	
PLXDC1	1	ENSG00000161381	
H19	1	ENSG00000130600	
MIR6864	1	ENSG00000274300	
ABO	1	ENSG00000175164	
LINC02515	1	ENSG00000250620	
CHTF18	1	ENSG00000127586	
PI16	1	ENSG00000164530	
RGS16	1	ENSG00000143333	
KRT8P14	1	ENSG00000214282	
MIR324	1	ENSG00000199053	
AQP12B	1	ENSG00000185176	
SCARNA5	1	ENSG00000252010	
PHETA2	1	ENSG00000177096	
SP5	1	ENSG00000204335	
PRSS35	1	ENSG00000146250	
TCF23	1	ENSG00000163792	
TMEM63C	1	ENSG00000165548	
PJVK	1	ENSG00000204311	
CSPG4P13	1	ENSG00000260139	
UPK3B	1	ENSG00000243566	
RHOH	1	ENSG00000168421	
SFMBT2	1	ENSG00000198879	
AC098820.1	1	ENSG00000235042	
HJURP	1	ENSG00000123485	
GGH	1	ENSG00000137563	
PIWIL4	1	ENSG00000134627	
ADAMTS9-AS1	1	ENSG00000241158	
DACT3-AS1	1	ENSG00000245598	
CRHR2	1	ENSG00000106113	
EMID1	1	ENSG00000186998	
NTS	1	ENSG00000133636	
IGLV1-47	1	ENSG00000211648	
SLC12A7	1	ENSG00000113504	
FAR2P2	1	ENSG00000178162	
SLC6A3	1	ENSG00000142319	
RN7SL236P	1	ENSG00000243870	
DDX11	1	ENSG00000013573	
SGO2	1	ENSG00000163535	
CHROMR	1	ENSG00000223960	
H4C2	1	ENSG00000278705	
DM1-AS	1	ENSG00000267395	
HULC	1	ENSG00000285219	
SLC4A7	1	ENSG00000033867	
ANKRD53	1	ENSG00000144031	
KCNB1	1	ENSG00000158445	
PTTG3P	1	ENSG00000213005	
CCDC168	1	ENSG00000175820	
FSTL1	1	ENSG00000163430	
SLC6A7	1	ENSG00000011083	
POU2F2	1	ENSG00000028277	
GPR174	1	ENSG00000147138	
PAPSS2	1	ENSG00000198682	
PRF1	1	ENSG00000180644	
RELN	1	ENSG00000189056	
NUDCP2	1	ENSG00000238082	
SPAAR	1	ENSG00000235387	
PFKP	1	ENSG00000067057	
LINC01415	1	ENSG00000267325	
PPFIA4	1	ENSG00000143847	
SPNS2	1	ENSG00000183018	
TLCD3B	1	ENSG00000149926	
HSP90B1	1	ENSG00000166598	
ZCCHC18	1	ENSG00000166707	
FJX1	1	ENSG00000179431	
HGF	1	ENSG00000019991	
C13orf46	1	ENSG00000283199	
GGTLC4P	1	ENSG00000230712	
MT-TH	1	ENSG00000210176	
LRP4-AS1	1	ENSG00000247675	
CREB3L1	1	ENSG00000157613	
GATA1	1	ENSG00000102145	
ETV3L	1	ENSG00000253831	
LARP6	1	ENSG00000166173	
LINC01154	1	ENSG00000257477	
MIR1-1HG-AS1	1	ENSG00000174403	
AAK1	1	ENSG00000115977	
MTCYBP21	1	ENSG00000224747	
LINC01069	1	ENSG00000236133	
BMP2	1	ENSG00000125845	
TENM3	1	ENSG00000218336	
DNTTIP1	1	ENSG00000101457	
PRKG1	1	ENSG00000185532	
AC023206.1	1	ENSG00000271332	
CEP131	1	ENSG00000141577	
H2AZ2P1	1	ENSG00000258741	
ATP23	1	ENSG00000166896	
LRRC31	1	ENSG00000114248	
LINC00636	1	ENSG00000240423	
MIR497HG	1	ENSG00000267532	
CROCC2	1	ENSG00000226321	
TCEAL5	1	ENSG00000204065	
ENO1	1	ENSG00000074800	
LINC01341	1	ENSG00000227953	
OR51M1	1	ENSG00000184698	
IGLV10-54	1	ENSG00000211642	
GALNT16	1	ENSG00000100626	
RAD54B	1	ENSG00000197275	
DLX2	1	ENSG00000115844	
PCDHGB7	1	ENSG00000254122	
KANK4	1	ENSG00000132854	
BMP1	1	ENSG00000168487	
MIR4677	1	ENSG00000265201	
CDO1	1	ENSG00000129596	
FCGR1CP	1	ENSG00000265531	
UNC5A	1	ENSG00000113763	
C4orf47	1	ENSG00000205129	
